id,file_content,labels
510.txt,"My wife go sleep in the bathtub. And I think she did,

what's the address? What's going on? She fell asleep in the bathtub. I think I was downstairs. I just came up here, and she was laying face down in the water. Yes. How old is she? 24 she's in Water Street right now. I tried to do everything I could. I drank it out of the water. Now, yes, the water is completely drained, but she's just laying here on God, there's nothing. She's still in the bathtub. Yes, yes, okay, drain the water out of the tub. Yes. How long was she was in here for at least 15 minutes. Half hour somewhere in there, I was out there watching TV.

She falls asleep in the tub all the time.

How are you related to

Ryan Whitmer,

W, I, D, M, E, R,

T, P, R Yes,

as Much as I could what little did I know I

somebody, there's no way you can get her out of the bathtub. I can try, but I said the phone, now, get her out of the bathtub and get on A flat surface. Okay, okay, I'm dropping the phone you

unlocked Okay. No,

come back. Okay.

They're upstairs. You're upstairs.

No, there's two, but the upstairs is the only One with the span.

Yes, I am, come on.",Paramedics
524.txt,"Childcare and I'm on

one. Hello, hello.

My name is Samantha.

Your name is Samantha, and you're four.

Is your mommy or daddy home?

Mommy six? Your mommy six? Does she need an ambulance?

Mommy? Mommy said, to help her sugar. To

help her sugar. Do you know your address? I forgot. Is your mommy awake? She's not talking.

Okay, is your mommy breathing

a little bit?

Mommy has diabetes. She has diabetes. Okay, well, I'm, I'm going to stay on the phone with you. Okay, someone else is sending the ambulance. Okay, all right, so you just keep letting me know what your mom is doing. If mommy said she wants a sweet soda,

she wants a sweet soda,

well, she can't have anything by mouth. Okay, can't give her anything until the ambulance gets there. Okay, you might want to be careful, because I left the big toys. You left the toys in the living room. Okay, the doors open, okay, well, you just stay on the phone with me. Okay, the ambulance is on its way, sweetie. Okay, you're doing really good. Do you see the ambulance outside? Samantha, you do?

Because I always say I have it is my faci

Well, that's okay, sweetie, Samantha, go to the front door so that you can let the ambulance crew in, and then show them where your mommy is, and then you can get your your clothes on. Okay, yes, is that the ambulance crew? Okay? You need to show them where your mommy is. Hi. You got her Okay, let me talk to Samantha again, please. Okay. They want to talk to you again. Hi, Samantha, you did a really good job for your mommy. Okay, all right, now you can, you can hang up the phone and go get your clothes on now. Okay, all right. Good job, sweetie. Bye. Bye.",Paramedics
528.txt,"Murphy, 911,

please. Ma'am, ma'am, ma'am, ma'am, ma'am, calm down. Ma'am, calm down. Are you at 404? Brook mirror lane. Okay. How old is your son?

Ma'am, calm down.

Ma'am, ma'am, Miss Cantrell, Miss Cantrell,

Miss Cantrell.

Call calm down.

His eyes, his eyes are not dilated. His eyes are blazed. His eyes are dilated. He's pale, he's not breathing. What do I need to do? What do I need to do? What do I need to do? He's crapped all over himself. What do I need to do?

What do I need to do? Ma'am, calm down. Hold on.

He choked on me. He's got his neck. Oh, my God, his whole neck is he got strangled, Ahmed. Ma'am,

ma'am, Miss Cantrell, calm down. Okay, I've got medicine route. Okay, okay. How did this happen? Okay, he

went outside. Miss

Cantrell, I need you calm down. We've got the

paramix route. Hold on one second. I hold

on

one second.

Miss Cantrell, I need you to come down so I can transfer you to East Texas Medical Center. Okay, I have both officers, But ma'am, you need to calm down so if they can help you, okay, he's not responding. Miss Cantrell. Miss Cantrell, Miss Cantrell, you need to calm down so I can get you transferred over to East Texas. Okay, I need you to calm down, Saying, Trent.

Hey, Miss Michael, Hello,

ma'am, listen to me, okay, what's the address?

Ma'am, listen to me. What's the address

for what now? Brooke,

Okay, listen to me. Ma'am, okay, I can help you

with sake. Are you in

I understand that what city

Murphy? We've already got medicine around. It's 404 Brook mirror.

We've are

one year old. What's the phone number there? Ma'am,

okay, it's a one year old child.

Ma'am, listen to me. Okay, the pair bags have been around since you called, but you're gonna have to stay calm

on the soccer net.

So is he still caught up in

it. No, he's not. I cut him out.

Okay, do you know how long he could he was down for? No, I get probably about 1015, minutes. Okay. Ma'am,

listen to me. Okay. Ma'am,

sorry, I've got, PDM, just disconnect with a data she's not she's not gonna listen. I get her comments. We've got

there, yeah, I'm

here, yeah, she wasn't gonna comment. She wouldn't comment from either I've got PD, I'm saying medic should be almost there. Where do you want to get p2 medic one and engine two from Murphy. Murphy one.

Okay, thanks. All right. Thanks.",Paramedics
529.txt,"Quickly.

Okay, what happened, ma'am? We were trying to put up a dentist in the back of my grandma's

yard, and I'm

gonna transfer you to the ambulance. Don't hang up. I'm going to transfer you to the ambulance. Don't hang up. Okay, grandma.

Rescue address of the emergency

and what is the address? I don't know the address my grandma's problem. It's kind of in the backyard, and my brother and my brother and my mom and my dad were holding it down, and something happened, and something would often know they got electrocuted, and they're all laying on the ground and it's still like rain people down and they were electrocuted. Yes, yes, yeah, okay, give me just a second. I've got some help on the way already. I got some directions for you. Okay, are you inside or outside? I'm inside, okay. And they were putting up a tent, and they got electrocuted. It was an a 10, okay. Are they all conscious and breathing? I can't tell, because if you don't know if they're breathing, no, okay, give me just a second. Is anybody out there with them right now? My grandmother, okay? And can you tell where the power source is, oh, my God, they're not breathing. Okay. Calm down. Okay. Are they disconnected from the power? No, the powers are going off next to them. I don't know. The power is going off, okay. Is the power coming from the house? Can you possibly shut down the main breaker box to the house? I don't know. Do you thought it was coming from power line? Grab I don't want anybody to go near them while the power source is still hot. Do you hear? Okay, calm down. Take a breath. I've got some help coming. What did I need to know when they were putting up the tent? Was it one of those power lines that goes to the house? I don't know, like they were trying to see on the ground. Can you see out the door to where you could see where the power source is coming from? No, we have no, okay. Is there anything that's on fire? No, they try to shove the breaker. Okay, okay. They were all on the ground when they fell. Though, right. Okay. Were they all on the ground? Okay? You just try to take a deep breath and calm down. Okay, how it was your mom and your dad and your brother? Okay? We're already on the way. Okay. You just try to take a deep breath and calm down. I don't want anybody going near the power source until we can verify that there's no power, because I don't want somebody else to get hurt or electrocuted. Okay, so you just try to calm down. Melissa, okay, I've got help coming. Okay, you just try to stay calm. Okay, I do have the paramedics. Who else is there with you? Who else is there with you. Who else is there with you? Your grandma. Friends are there too. Okay. Is anybody outside near where the power source is? Go outside and don't get near them. Yeah? Okay, if, yeah, if they're anywhere near where the power source is, if they're touching the tent, touching any power lines, they could still potentially be okay. You're doing just fine. I've got a couple with lights and sirens. There any time, okay, just stay on the line with me. I understand, you, understand you. Just try to stay calm. We don't want to get anybody else heard. Okay. Okay, you're you're doing really good. Okay. How old is your brother?

15? Okay, how old your mom and dad?

About 50.

About 50 years old?

Okay, just try to calm down. Okay. You still there? Hello, I think she has no i

Where's the

fire turd? A. Avenue, turd Street. Okay,

sure, it's not on Alaska the house is outside. The house is blowing up. Can you listen, we've already got a car. Is it on Alaska Street? I don't know what's in Alaska. And turd need to help me out here, because I've already got the fire department. I'm going outside. I side

on Alaska, they're saying,

Go get my flip flops. Color, 113,

167, copies. Get me a flashlight, the big one

shuttle, unplug. Holy shit, I'm walking there so I can tell you exactly where it's at. Okay, okay,

give me the flashlight.

Yeah, it's not okay. I do have the fire. I

only,

qualitative. Okay,

so, anybody so inside you

okay, I'm gonna go ahead and kick it out. Okay, hello.

Make sure it is get pulled the hose out back there, 911, you need, police, fire, ambulance, fire, where I turn right behind my house. So it's right on Alaska, I guess. And if the house is on fire, well, we can't tell it just happened. Our power went off, came back on. We see the fire back there. It could be an electrical box blue, and that's on Alaska. It's on Alaska. Okay, if we can put it over the fence. Are you seeing flames? Yes, bright orange. Thomas, you got flames in the fence? Yes, no. Excuse me, sir. Thomas, I don't think it's in the house. It looks like it's right behind her house. Oh, there it goes again. It's like an electrical box. Kind of look through the window, I can't really tell, but it's like an electrical box or something. They've fallen Yeah, it keeps going. But there is orange flames. I'm gonna go and go out there and see if I can tell. Okay, one second, I'm trying to frame the exact address behind you. Okay, because we've got some kind of a medical call going on out there.

Okay, you're seeing flames. Yes, yes,

okay, dad, they're seeing flames

on Alaska as well. In the back you I

need somebody standing out there trying to

spray it. Was it on the call? I don't know. Ma'am, I phoned the phone in the house and I'm not out there. Okay, all right, we've already got them on the way. Sir. Okay. Thank you very much. Bye. You.",Paramedics
533.txt,"911, what is the address of your emergency? What is

this? Yes, ma'am, okay,

what's going on there son,

okay, but where the big that's a big development fund, the first one. Okay, what's going on there?

His friend, because his wife,

he's trying to do what? No,

it's his friend. I don't know. I wasn't even out

here. Okay, so ask somebody the address. Okay, okay. There's people already calling. Tell me what's going on. I have the call. Tell me what you want on there, no someone got shot. Somebody got shot? Okay, stay on the phone with me. I want to know who got shot. Please, just listen to me. They're on their way already. I just need more information. What's your name? Your name, yes,

okay. Can you get near him?

Okay, tell me it's okay. Are they conscious and breathing? No. One of them, not some okay. There's two victims or one victim. Listen to me. Hey, listen to me. Okay. How many people got shot? Two people got shot, okay, yeah, okay. Are they conscious and breathing? No, they're not breathing. Okay. Oh,

okay. Do you know who they are?

Okay, yeah, listen to me.

Listen to me. Listen to me. Where's the subject with the gun? Who's got the gun?

Give me a description of him.

Give me a description of him. Is he Black, White in his face? Listen to me. Everybody needs to calm down. Listen to me.

Okay. I understand. Okay. Hold on a second.

You Hey, listen to me. Was the guy black, white or Hispanic? White, it was a white male, okay, give me a description of him. He was an orange jacket. He was an orange jacket. He was an orange jacket. Yeah, okay. What color of hair does he have?

What color of hair does he have?

Okay, give me a favor. Walk outside so I can talk to you.

He was what in a hoodie,

okay, okay, give me a description of him. Was he tall, short?

He was white in the face.

Listen to me walk away from those people. Okay, it's already happened with for us to find him, I need to know what he was wearing.

I don't know.

He was in a vehicle. Yeah, he was he. He took

off in the vehicle. He ran on Listen to me. Hello, 911,

what is the address of your emergency, any transit and call your jurisdiction, sir, go ahead with your

location. It's on 951 just before monthly road. What's the address? I don't know the address. The apartment like this. I was standing across the street. We heard the shots from upstairs. There's a guy down, a white truck left to see in approximately five minutes to go, heading south on 951 the truck left, heading south on 951 Yeah, it's a fairly new model truck looks like a dodge or a Ford, you know,

white ball, the newer model Dodge truck.

Yeah, the newer model. I couldn't tell exactly what it was. Looked like a Chevy guy said it might have been a Dodge, tamed pretty quick. I was up here and I heard the shots that come out. Now we got to. I have a dozen people out here. The guy lay on the ground. He shot the ambulance over

here. All right, the guy that shot, okay, is He? Is he conscious and breathing? He looks like

he's up, you know, I can't tell I'm across the street. I'm going over here now he's down, and everybody's kind of worried and freaking out. So, okay,

just an ambulance over here and some officers right away. Okay, they're

already on the way, but you need to answer my questions. Okay, I heard about five shots. What I heard about five shots going on? Five shots? Yeah, I don't know how many times

I look like there's two of them over here, two people down, yet, two males looks like one of them's not gonna make it unique here quick. There's nobody here. There's nobody here with emergency experience or anything like this. So somebody needs to come quickly.

They've been coming. They're driving as fast as they

possibly can. Don't move, don't move them around. Just just keep taking still got a pulse.

I have some medical instruction for you until they get there. Okay,

it was a white Ford pickup. Does

anybody there know who did?

Well, there's several people here, though, how to get some statements. We got two officers seeing right now. All

Okay, 911, what is the word? Somebody

was just shot in the chest

for a white truck, two guys in a white truck.

He shot

white truck. I a white

truck. White truck. A white Come on, guys, tell me here, a white truck. Okay, we have other people on 9101, too. I looked out. I saw a big, big truck. I saw a white guy and a black guy get in it. Two black guys are two white

guys. Two black guys

are two white guys.

Okay, I've got a bunch of hysterical kids here. I'm doing my best. I'm doing my best. They have to know the truck so they can find it. Two doors, four doors, four doors. Get up, get down. Get him down. Get him down.

Lay down. He's got twice answer. Some of the

questions I know I am a neighbor, I'm fine, but these kids are historical. Okay, no, I need one calm person. I need Okay, hold on. I'm trying to get someone come with me. Okay, you got to talk to me. 911, we were here,

someone that was out here

on the floor, just get someone out here.

Ma'am, do you think that we've already seen people? I'm trying to get more

information. I'm just trying to help. Can you, like

I'm trying, Honey, I'm sorry. Go ahead. Walk away. Walk away. Okay, okay, did you see where the victim was shot? Yes or no, what? Yes, one shot. It looks it looks his chest, and it looks like when he was trying to move, it looks like in his lower back. All right. Did you see the truck? Yes, I saw the truck. It was a white, very large pickup truck.

Or was it a four door?

I saw them get because we thought it was fireworks and we looked out the window,

yes, it would have four doors, or

two doors. Four door, white

truck. How many people? Two kids got two black guys?

Right? Guys, two white boys,

yeah, and they pulled out like man Hill. That's when I said, Then I heard the kids starting to scream, someone's been shot. Someone's been shot. Don't move him. Don't move them.

The kids seem to know who

the shooters were, who the people were, I don't know, but if we saw the car, we could unique about the truck, lights on the roof, anything? Hey, guys, I need help. Anything unique here, I'm gonna put the girl that saw everything on the phone. Okay, all right, hold on here. Listen, Calm down and tell him Hello.

Who's in the truck? Do you know who the shooting? No,

we this guy was causing problems, and we walked outside and we heard everything. And I say, I know there's gunshots.

No, no, I don't

know. I guess it

was there anything. No, it was just,

it was just this

guy was causing problems. I don't know.

What were the people that shot I don't know. One was a teenager, and the other one looked like he was in his

20s or 30s, or white.

She was white. They were both white.

Orange hoodie was in a red hoodie, the teenager was in a red hoodie, and then the toddler was in an orange hoodie, the

one in the orange hoodie,

teenager had the gun. No, the older one had the gun. Had

a red hoodie. Yeah,

the orange one, the one in the orange hoodie, was the one that had the gun.

Okay? Tell me one more time, each male had a red hoodie.

Had a orange hoodie. Yeah.

One in the orange had the gun, yeah,

you think

you could recognize,

yeah, I could go. I

Oh, my God.

Oh, my God.

Did you see the gun?

No, I just heard it. As soon as soon as I heard it.

You know what they're arguing about?

No, I don't he wouldn't get out of this guy's face, the one that got shot, he wouldn't get out of the guy's face, and he shot him.

I thought,

hey, what was

the name of the nigga? 18. The other one is like, fully 1920, all

right, I'm gonna let you go. We got a lot off.",Paramedics
536.txt,"Spare to buy 197 was the address of the emergency 1895 where I think Glen road. What's the phone number you're calling from? Exactly what happened? My daughter's passed out. How old is

your How

old is your daughter?

She's

with you now. You don't have to yell. We're gonna send somebody out there. Okay. Is she awake? Is she breathing? Okay, so somebody's doing mouth to mouth. Okay, all right, ma'am. Did somebody see what happened?

Okay, listen to me carefully. Is there a defibrillator available?

Is there a defibrillator available? Okay, listen

to me carefully. We're on our way. I'm going to give you instructions. Are you right by her now? Are you right by her. Now, listen carefully. I want you later on her back on the floor. No pillows under the head. Remove any pillows. Okay, no pillows under the head. Okay. Now I want you to take a look inside of her mouth. Is there anything nail next to her? And look inside her mouth to check for food or vomit, water. Okay, turn her to the side, turn her to the side and wipe out her mouth and nose. Wipe out her mouth and nose. Is there anything in her mouth? Yes,

is there anything in her mouth?

Now, anything in her mouth? Is there anything in her mouth? Ma'am, I don't think so. Okay, listen to me carefully. Place your hand on her forehead and your other hand under her neck and tilt her head back. Forehead, the other hand does your neck and tilt her head back. Put your ear next to her mouth. Put your ear next to her back. Can you feel or hear any breathing?

Feel her hear any breathing. Can

you feel her hear any breathing? Yes or No, ma'am,

hello, hello, hello, distribute it, please. It just takes a second. Can you feel or hear any breathing?

Could you hear anything yes or no? Yes or no,

okay, all right, let me carefully. I'm going to tell you how to do compressions. Okay, all right, I'm going to decompression. Make sure she's flat on her back on the ground. Okay, place the heel of your hand on the breast bone in the center of her chest. You still need to listen to me. Okay, feel the heel. Place the heel of your hand on the breast bone in the center of her chest, right between the nipples. Put

your other hand on top of that hand,

push down firmly two inches with only the heel of your lower hand touching the chest. Now, listen carefully, okay, bump the chest hard and fast at least twice per second. We're going to do this 600 times, 600 times, 600 times. Okay, just keep doing compressions. Okay, until help can take over. Let the chest come all the way up between pumps. Count it. Count out loud. So I can, I can count with you. Okay, I want to hear that's got to be at this rate, like 123456789, 56789, keep going at that rate. That's too slow. Too slow. Okay, he's silly. You've got to be a little faster than that counting every other pump. We've got to count each pump, 123, it

gotta keep pumping.

Ma'am, each pump count. Each pump

is the door open. Ma'am

is the door open, so

Okay, get it.

We have to open the gate.

Okay, somebody has to keep pumping on her chest. Okay, he can't stop, okay.

Count them out loud so I can count with you. Yeah, not loud. Okay, we'll hear the gate ring. Please Why aren't they here

right now? You got to just keep on pumping on her chest. Okay?

This is a house right?

Keep

pumping on her chest.

I don't hear, I can't hear. Ma'am.

He's popping. He's not counting anymore. He's puppy, trust me, but

I need to know where he's at about

he's got a.

Kind out loud so I can he's probably 200

about 100 right now. So take him to keep pumping. It's got to be 12345673,

I don't hear him pumping. Ma'am,

seven, that's the rhythm. 34567345,

that's a little too quick. 123456,

ma'am, I can't hear him puppy. I need to know where he's at.

Ma'am, ma'am.

Ma'am, I don't know where he's at. I need to know where he's at,

ma'am. I need for him to give me some kind of number so I know where

he's at. Okay,

can you start counting about 200 right now? Start counting? Ready?

56789, 10, keep going.

Oh, I don't mean I

Ma'am, ma'am, did you feel pumping on her chest? Need to continue. Okay. Did you anybody see what happened? Ma'am, ma'am, did anybody see what happened?

He was dizzy. He could walk right through that gold. Oh, my God. Is she

taking any kind of medications at all? What is she taking? No medications. Nothing

easy to keep up her chest. Ma'am,

Oh, God. Oh. Hold on, please. I just want to make sure that the other that The phone other phones were getting, perfect, yet, baby, 320, it

okay. Are they there now, yes. Are they there now, yes, okay, okay, still pumping on her chest. You got to keep doing it until they take over. Okay? Do.",Paramedics
537.txt,"Air crane just went down off of in Corona an airplane went down. Where'd it go down at it like, right where the show dealership or surface club in the 91 at surface planes hit, okay, all right, we're on our way. Thank you.

Just had an mid air collision. 911,

what are you recording? Hi, Coronavirus inland. Here I have the witness who found the body inside the plane we're on. We're on scene, and you don't see any police units at the back of the firemen are here. Okay, the firemen just covered up the body. Oh yeah, they already. Yeah. Okay. Thank you everybody. Jeff, I'll go then go ahead and talk to them. Jeff, I number

one, what are you reporting? Yes, we're here at Corona Nissan. In Corona Nissan, yes, we need an ambulance over here. Okay, for what? I have no idea. Everybody go outside. I don't know what happened. I'm here inside. Okay, so, did it happen? Did it we were getting reports of an airplane crash. Is it at the coronavis on, I think so. That's airplane crash or whatever. Okay, at the coronavis on in your parking lot? Yes, in the parking lot. Okay, okay, hold on, just one second, yeah. Everybody called Nine. Yeah, they are, and it was in the Nissan dealership. What's your address? 2575, Ward low road. 2575, Ward low Yeah. Ward low road, okay, and it's actually in your parking lot, correcting lot, yeah. Okay. All right, thank you. All right, bye, bye.

Hello. Are you recording an airplane crash. I don't know what I'm reporting. We're already on our way. I'm on Corona. I got a guy hurt under his desk over here, 2550

Ward, low road, 2550 we're on our way. You.",Paramedics
543.txt,"Oh, we can help your baby, okay, okay,
okay. I need you to put the baby on the front, okay, okay, okay,
okay. What I want you to do is take your head back and keep you to be breezy. Okay, what I want you to do and show me that back just a little more. Okay, yes, I need for you to clear their way so he may head on the side and clean out his mouth and nose. Okay, okay, okay, good boy. Girl, okay,
get on your way to come in with lights and signs. Okay, okay.
Okay, I want you to blow two cups of anything to the baby drunk about one second each. Okay, okay, look at her baby.
Tell me exactly what you see in here. Okay,
okay, I want you to do that again. Do the same thing, tilt your head back. Okay. I want you to place your hand on the baby's forehead and your other hand under the baby's neck and shoulders, and slightly tilt your head back.
Okay, completely cover your mouth and nose,
your your his mouth with your mouth. Cover your mouth and nose with your mouth. Okay, then blow two cats with the hair. Okay, I want to, just to make the test right with each breath. Okay, I'm making
it right. Okay, I want you to keep doing that. Okay.
I want you to give him one touch every three seconds. If anything
changes, tell me immediately. Okay, okay,
don't give up. I don't want you to give
up your life. Okay.
Now I want you to keep some cleaning your cycle. I want you to do two packs and 30 pumps. Do two packs and 30 pumps. I pops. Okay, I don't want you to give up until the paramedics are there. Okay, okay, okay, I'm gonna give up. Okay, with your hand under his neck, okay? Okay, okay, give him two pops, and then tuck his chest 30 times. Turn your fingers on the breastbone in the center of the chest, right between the nipples, okay, okay, so don't give up. Just keep on two top, baby top right with your fingers right between your nipples. Two tops and baby top. Don't give up. Just keep going and tell the that it's just okay.
Okay. Keep trying. Keep trying. Push down your fingers. Punch.
It twice per second.
Okay, pardon me. No.
Up. Okay, don't give me. Okay, don't give up. I need you to help the baby. They know how to get in the house, so I just need for you to keep on trying. Okay. One. Okay,
don't, don't give up. He's
bleeding. What is he bleeding from?
Okay, you don't want to raise it. Just raise your chest. Just throw a patch away. You can see your chest rise, okay, okay. And I want you to take two fingers between the breastbone and the center of his chest, right between your nipples, and push down about an inch. Okay, okay, okay, good. Don't get good. Turn on his side. Okay, okay, okay, okay, let him try. That's the way. Turn him on his side. Oh.
Oh, good, okay, okay,
help to be pulling up at any moment. Okay, you
did a great job.
Okay, that's okay. I want you to just keep his airway open, keep his head tilted back, okay, it's okay. I can hear him. That's okay. They're just pulling up on screen. Okay, you did a great job. You did a really good job. You.",Paramedics
547.txt,"Clean up the
house, Delaware County, 911 where's your emergency?
We got a baby that's not responsive. We're at 3301 West, Noel drive.
How old is the baby? Four and a half months?
Four months? Yes, okay. Is it breathing at all? No. How old is or was the boy or girl? Boy, boy. Do you know how to do CPR. It's too late. You sure? I'll try you want to try it? I'll stay on the phone with you. Try it. Okay, given CPR on this. Hey, let me know when you're ready. Are you close enough to the baby? Yes, the baby, four months Can you get my stuff too. Four month old on that. Okay, let me so you close up to the baby. Yes, please. Hurry. Get the baby flat on its back. It is in its bed. Get it out of its crib. You can get it on the floor so it's in the blood flap crib. I can't take it out. No, okay. Listen carefully. Oh. Bend down. Bend down. Pinch the nose with your hand. Lift the chin gently, gently to tilt the head back, gently, okay. Do you see any four foreign bodies in his throat? No, you don't. Okay, okay, okay, what I need you to do is take and put your mouth on its mouth. Okay, take and push in some air gently into the child's mouth. Did the chest rise? No, and they're on the way. How long? When was the last time you saw the baby?
He laid down 115
at 115 Yes.
Okay. Did you got air into the baby? Okay? Try it again for me. Hold on, okay. Is there anybody there with you?
My daughter, she's 19. She's 19, yes,
okay. Blow two small breaths in the air, into the lungs.
Okay, did the chest rise? No, nothing. He's gone. The chest did not rise. No, sir. Okay, so there's nothing in the throat or an inch airway? No, nothing. Okay, try to push too small. More air into the lungs. Hold on, nothing, sir. Is the baby moving at all? Okay? When will they be here? Sir, they're on the way. Okay, I need for you to do this for me. Okay, put the hill of one of your hand in the center of the chest, right between the baby's nipples. Okay, push down about 1/3 to one half depth into the chest. Do this 30 times. Quickly. Count 1234, now
don't both eat just about 1/3 one inch depth.
Keep it keep it going. Okay,
the nose, lift the chin and gently tilt the head back and give me two quick breaths again into the into the child, go back to the center chest, about 1/3 one have depth. And do 30 compressions. One more time for me. Keep it. Keep it. Count for me, Okay, continue to do this good. Do 30 then two breaths, 30 and two breaths. Please, don't worry, they're on their way. Okay, they're on their way. Keep trying that for me. Okay, okay, ma'am, I have a fire truck out in front of the house. Okay, can you run out there and let him in? Somebody let him in. Fire
Truck. Daughter's getting it. Okay?
They're there. Okay, ma'am, I'll let you continue with them. Okay, okay, thank you. Thank you. You.
What's your emergency? Got a baby that's unresponsive. What's your address? 3301 West. Noel, drive, breathing, not breathing, not breathing. No. You now do CPR, no, I don't need nine weeks old. Nine weeks Yes, I'm watching him
now to get my cell phone
on the charger.
Dad, go to your room for a little bit.
I'm gonna walk you through. CCR,
okay, on their way,
what do I do? Okay, listen to me. Okay. Yes, he's in the bed. Do I move him? Yeah, go ahead. Hang on. Just can you sweep Can you sleep his mouth and see if there's anything inside of his mouth, like
we're On our way. Okay,
take your first and middle finger on the center of the chest, nipples, yes, and push down slightly. Yes. I did. No response. Okay. Let
this chin
and make sure his next level,
give him one small breath of air.
Okay. Then put your your first and middle fingers on the center of chest, right between his nipples, and push down slightly, about a half inch to an inch, about five times rapidly. Okay, keep doing it, one small breath and then five quick compressions like you were doing. Okay.
How long has he been down? You think to
get him up from his nap, he's just laying here in the border crib, and he's done breathing the instructions I'm giving you. Keep doing them. Okay, keep giving me one small breath and then five quick impressions, okay, okay. There's nothing, sir. There's nothing. Keep keep doing it. You have to keep doing it. Okay. Keep doing his chest rise at all when you flew the
I have a kid. You
I'm down to the floor.
You don't want to move him. No, okay. Well, it works better if you lay him flat on his back. He is flat on his back until he was sleeping on the floor, or like a heart, this is a flat surface, or it's not like a soft mattress. Oh God, keep trying to do that. Okay. When will they be here? They're on their way right now.
Oh god, it's
a friend's baby from my church.
He had shots yesterday. Yeah, he had a reaction. He had reaction to them yesterday. No kind of shots, and just the two month old shots at Dr Bucha, doing the breath middle fingers. Okay,
I am
cold, cold.
Oh, my God. I
there's a police officer at the door. Should be
all right, thank you. Bye, bye.",Paramedics
548.txt,"Where's your emergency?
I can't hear you.
Boy, hit you.
What happened
to somebody's yard? Where are you, sir,
I can't hear you. Can you get somebody else on the phone.
I can't understand anything. Where are you? In Bucks County,
Marcel. Try to talk where, where are you? Where? Pick apart.
Yeah, apart. Hurry. What happened? Clock fell
on your face. I'm gonna
help you, sir. Okay, where are you in? Pick apart. You weren't there. They
almost fulfilled. Phone with me. Okay, I'm going to stay on the phone with you. All right,
God, take a point. I know it hurts. What's
your name? What is your name? Stay
on the phone with me. I going
to stay on the phone with you. Okay?
I know it hurts. Please stay on the phone with me. Stay on
the phone. The ambulance and the police on the way. Where can you? Tell me where you are? Pick apart. Slow down your breathing. You're going to stop screaming. I'll do the talking. Don't scream anymore. Okay? I'm going to stay on the phone with you. I'm not going to leave you. Don't try not to cry and scream. That's going to take your airway. Okay. Now, are you alone? There? You're alone. You're right. It's okay. Whatever your name is, all right, I'm going to stay on the phone with you, please. Okay, we're gonna get you right. We're gonna get right there a little soon. Okay, so right. Can you just turn your head maybe to help your breathing? I know it's hard now, please, can you just help help your breathing by turn your head or your body a little bit? I'm going to help you. They're all No way. You're somewhere in pick apart.
I know, I know it's tough. Okay,
now we have the police and the ambulance on the way to help you. I'm going to stay on the phone with you all right? So I know it's tough. If you could turn your head or your body to help yourself breathe a little bit better. I know it's tough. Okay, if you feel like you're choking, you're going to try to spit out the blood. Okay, sure, if you can hear me, if you have any blood in your mouth, just try to spit it out and try to position your body. I know it's tough. They've been on their way. I
know it's World Cup, sir, sir.
I know it's World Cup. Just try your best. Okay, I'm going to stay on the phone with you. I so they're on their way. I know it's really hard, but they're going to be there very shortly. If you have any blood in your mouth, you just want to try to spit it out. Okay? I know it's tough to breathe, but if you can just turn your head a little bit, or your body to position yourself to make it easier to breathe. Sir, it's 911, we have the ambulance and the police on
the way. They're looking for you right now,
sir, I know it's a little tough.
They're on their way. Going to be there very shortly.
Yeah,
they can't find any line. They're still looking, still looking at the same time. Me
just listen to the tape again real quick.
He's under a car,
all if you can hear with screaming and sound like pick apart and more. And so that's all that was said. I Sir, can you hear me, sir, I know it's tough. They're looking for you, sir. I know it's real tough, but they're out there looking for you right now.
You can you hear it?
I don't get the wine just gone now, you know what I mean.
Say I knew I knew I heard pick apart. He's under
I know it's tough. They're looking for you.
It's real tough, I know, but they've been on the way
they're looking for you, sir.
No, I don't hear anything yet.
Sir, you're back in the vehicle.
I hear a siren now. In the same siren, I hear a siren, sir, I hear the sirens. They're looking for you right now. Yeah, it's louder. Get louder. I.",Paramedics
553.txt,"Emergency, yeah?
Plan Street. I went off the road. I mean, a retention pond right now. You're in the retention pond, yeah, okay. What city are you? I don't know if I'm at the ground. I don't know if I'm going to sink or nothing. Right now, feel truck sink and anything, but All right, let me get your paramedics. Don't hang up, okay?
Our rescue, what's the address of the emergency?
I'm not sure, ma'am,
I'm not at 429 on
the 429 getting off plant Street. 429 in plant yeah, getting off of plant street. What direction are you heading? Hon, well, getting off the plant I was getting off the 429 are you going southbound? Yeah, you went, Oh, you. You went, Oh, COVID or winter garden, Winter Garden. Okay, and what's going on there? Well, I fell off the road, off the road right now I'm in the retention plan. Yeah, I don't know if my choice gonna sink into the water or not. Are you off? I'm trying to get out right now. Okay, hold on a second. You said East plant Street and State Road, 429, yeah,
okay, which direction were you going? You.",Paramedics
